skewness,curtosis,entropy,y
7.4266,1.2353,-2.9595,0
-9.3676,9.3333,-0.10303,1
3.2674,0.90967,0.25128,0
1.9596,-3.0584,-0.12243,1
-2.1252,1.7151,0.45171,1
-6.5865,4.8486,-0.021566,1
2.4728,4.4578,0.21636,0
-9.1069,8.9991,-0.28406,1
10.0132,-4.3239,-4.3276,0
3.3295,0.83598,0.64955,0
10.4643,-4.3839,-4.3379,0
9.9946,-3.8081,-3.3642,0
10.2678,-2.953,-5.8638,0
0.78425,1.1033,1.7008,0
-3.7971,4.6429,-0.2957,0
8.6889,-2.9033,-0.7819,0
3.3584,-1.7302,-3.5646,1
-6.572,10.5251,-0.16381,1
6.8866,1.0588,-0.67587,0
6.4665,-0.75688,0.228,0
8.1674,-2.4586,-1.4621,0
-1.5789,8.03,-0.028031,0
11.0334,3.1863,-4.8888,0
-2.0113,-0.19565,0.066365,1
-2.5928,2.3183,0.303,0
-0.0248,1.2421,-0.5621,0
5.3905,-2.4037,-0.061652,0
-9.6035,7.7764,-0.97716,1
3.0439,-3.4816,-2.7836,1
3.1039,-1.1536,1.5651,0
-0.34765,4.1905,-0.99138,0
5.2022,-5.2159,-6.1211,1
2.33,4.9334,0.82929,0
11.2217,1.9079,-3.4405,0
2.6963,4.2908,0.54739,0
2.2948,2.1135,0.35084,0
-0.053811,5.6703,-1.3509,0
0.7201,1.6928,0.64438,0
-8.4385,8.8483,0.96894,1
9.4669,-4.9417,-3.9202,0
1.3078,1.291,1.6556,0
6.1458,1.0176,-2.0401,0
9.7794,-3.9075,-3.5323,0
11.8818,2.0458,-5.2728,0
-6.719,9.0162,0.099985,1
-3.7723,2.883,0.019813,0
2.9508,1.0271,0.5461,0
9.2683,-3.5913,-1.356,0
0.46351,1.4281,2.0202,0
10.2429,-1.4912,-4.0082,0
-2.4087,4.5735,0.47627,1
5.6222,0.27561,-1.1556,0
-4.4552,4.5718,-0.9888,0
-0.85669,2.7185,0.044382,1
-3.8696,4.044,0.95343,0
-10.1498,9.6152,-1.2332,1
9.4607,-4.9288,-5.2366,0
-1.5706,2.4357,0.49826,1
7.7763,-0.23849,-2.9634,0
7.4908,0.015989,-1.7414,0
-1.254,2.9986,0.36378,1
9.0489,-0.52725,-2.0789,0
-0.49871,0.62863,1.1189,0
2.4748,-2.9452,-1.0276,1
0.039307,-0.24192,0.31593,1
-7.0314,7.4936,0.61334,1
-0.05588,1.949,1.353,1
-6.3486,5.6154,0.42584,1
8.5234,3.1392,-0.91639,0
-7.3191,7.8981,1.2289,1
8.2068,-2.7824,-1.4336,0
9.4359,-0.094543,-1.859,0
-0.15314,2.53,2.4495,0
3.0025,-3.6067,-3.4457,1
1.4381,-0.82114,-1.2862,1
0.9022,-2.3506,0.42714,1
1.8458,-1.3575,-1.3806,1
8.0992,-0.24877,-3.2698,0
9.4318,-0.66263,-1.6728,0
-5.6636,10.969,-0.33449,1
3.2881,-2.2701,-2.2224,1
-12.1736,14.3689,-0.61639,1
8.811,-3.1886,-0.92285,0
-2.7956,2.0707,0.67412,0
7.1328,-0.31475,-1.1828,0
6.7334,1.0708,-0.9332,0
6.7562,0.0099913,0.39481,0
3.5612,-4.407,-4.4103,1
2.2948,3.2403,0.18404,0
0.65388,-1.1793,0.39998,1
2.8659,-1.6488,-2.4319,1
6.2265,0.12224,-1.4466,0
1.1029,-2.3,0.59395,1
3.8468,-0.63435,-1.175,1
0.80908,8.1628,0.60817,0
3.0729,-3.3857,-2.9155,1
-0.024841,1.2421,-0.56208,0
-6.2534,5.3524,0.59912,1
-12.2377,11.9552,-2.1603,1
8.2895,-1.9213,-3.3332,0
-3.1081,2.4537,0.52024,0
5.1815,1.0673,-0.42113,0
1.1112,1.7425,1.3388,0
-3.226,3.8058,1.1836,1
-4.8835,3.4356,-0.5776,0
-6.63,10.4849,-0.42113,1
8.2274,-2.4166,-1.5875,0
-0.44284,0.38015,1.3763,0
-9.9532,8.4756,-1.8733,1
2.6218,0.62863,-1.1595,1
2.4066,-2.8416,-0.59958,1
-0.045533,-0.18794,0.23447,1
-9.1566,9.5766,-0.73018,1
-1.6037,8.4756,0.75558,0
6.3961,0.092248,0.58102,0
-0.52974,0.50439,1.106,0
9.7008,-3.7541,-3.4379,0
-5.4484,5.8039,0.88231,1
0.94358,4.5512,1.234,0
-13.0365,15.6773,-0.66165,1
-2.4211,2.6413,1.6168,0
4.8028,2.0878,0.62627,0
-5.8395,7.7687,-0.85302,0
-6.332,6.0987,0.14266,1
0.35591,2.6473,-0.37846,1
4.1986,-0.5898,-3.9642,1
-0.77392,3.3602,0.00171,1
5.8126,-2.2306,-0.66553,0
6.3672,-0.036278,0.049554,0
-6.1789,11.388,-1.0741,1
5.2684,-2.8904,-0.52716,0
-6.9321,8.2888,-1.2991,0
10.3567,-3.7301,-3.6991,0
3.7557,-1.7345,1.0789,0
7.5032,-0.13396,-7.5034,1
7.528,-0.41929,-2.6478,0
9.1214,1.7425,-5.1241,0
6.6155,-0.79287,-0.90863,0
1.9161,-3.1098,-0.20518,1
-1.3678,7.0858,-0.40303,0
3.0129,0.72888,0.56421,0
-3.0087,2.6773,1.212,0
0.12415,-0.28733,0.14654,1
-2.1914,2.4648,1.1409,0
-6.1665,8.0831,-0.34355,0
2.6756,0.80685,0.71679,0
-0.010356,-0.99337,-0.53104,1
4.0289,-0.35845,-3.8957,1
-4.5752,5.947,0.21507,0
1.1588,3.9249,0.12585,0
-13.0634,17.1116,-2.8017,1
7.2797,-2.2692,-1.144,0
0.99945,-2.2126,0.097399,1
1.0015,-2.2726,-0.0060486,1
9.0821,-3.3111,-0.96811,0
2.8183,-2.426,-1.8862,1
10.6568,-4.1388,-5.0646,0
6.6651,0.52581,-7.0107,1
3.2136,4.3465,0.78662,0
-4.8069,3.3491,-0.49225,0
4.3682,2.1384,0.75429,0
9.6325,-3.1123,-2.7164,0
-9.0407,8.862,-0.86983,1
-8.2916,10.3032,0.38059,1
3.3419,0.77258,-0.99785,1
-3.2633,3.0895,-0.9849,0
6.8576,-1.0671,0.075416,0
6.5906,0.55837,-0.44182,0
8.035,-0.19651,-2.1888,0
4.4303,-1.3335,-1.7517,0
0.82356,4.6369,1.4202,0
5.7588,-0.75345,-0.61251,0
-6.6258,8.6521,1.8198,1
-0.50491,2.6328,0.53705,1
-10.4519,9.1139,-1.7323,1
2.4811,-2.8673,-0.89828,1
-7.9026,6.7807,0.34179,1
0.81529,2.1041,1.0245,0
10.8513,-3.1466,-3.9784,0
-6.2285,10.2389,-1.1543,1
-6.7583,5.8408,0.62369,1
7.2321,-1.0713,-2.5909,0
5.3449,2.045,-0.19355,0
0.83391,5.4552,-0.56984,0
-0.65804,2.6842,1.1952,1
-3.0957,2.8093,0.24481,0
7.886,-1.6643,-1.8384,0
10.1374,-1.331,-5.4707,0
3.3005,1.063,-1.444,1
-5.823,5.8699,1.212,1
-6.8804,8.1517,-0.081048,0
0.7098,0.7572,-0.4444,0
11.1079,-4.0857,-4.2539,0
3.166,-1.0002,-2.7151,1
2.9611,-1.2864,-1.4647,1
0.31038,0.77344,1.4189,1
-6.7562,5.0585,-0.55044,1
-6.7748,8.3873,-0.54139,0
-7.2508,6.0139,0.36895,1
10.2678,-2.953,-5.8638,0
10.4023,-4.1722,-4.7582,0
-6.5907,5.6429,0.54998,1
3.7909,-0.6532,-4.1802,1
-0.070365,2.0416,1.1319,0
8.7944,-3.6359,-1.3754,0
-5.9037,10.9818,-0.82199,1
7.1018,0.3493,-0.41337,0
-9.5828,9.4044,0.081882,1
-3.3771,4.1211,1.5043,1
7.7557,-0.16823,-3.0771,0
-0.43663,1.692,-0.43018,1
-13.0303,17.0834,-3.0345,1
2.2907,0.95766,0.83058,0
4.84,-5.2613,-6.0823,1
7.257,-1.9153,-0.86078,0
0.91254,1.5806,0.39352,0
1.9037,-0.035421,-2.5095,1
5.8312,-2.4097,-0.24527,0
-4.4552,3.1769,0.0042961,0
9.2952,-0.43642,-6.3694,1
-7.1059,6.6188,-0.33708,1
0.47799,-1.9804,0.57714,1
9.1814,-1.6326,-1.7375,0
-4.809,8.2142,-2.0659,0
2.3445,0.52667,-0.40173,1
-4.4117,3.8238,-0.81682,0
9.7753,-3.9795,-3.4638,0
4.987,-5.1508,-6.3913,1
-4.4614,3.8024,-0.15087,0
9.3593,-3.3565,-3.3526,0
8.5234,1.4461,-3.9306,0
0.7098,0.7572,-0.4444,0
5.8333,0.54723,-4.9379,1
2.5762,2.0107,-0.18967,0
2.03,2.1761,-0.083634,0
2.3134,-0.44499,-1.4905,1
7.2052,-3.2846,-1.1608,0
-5.1711,6.5991,0.57455,0
-8.304,12.555,-1.5099,1
8.633,-2.9941,-1.3082,0
10.1788,-4.2185,-4.4245,0
1.7734,6.7756,-0.39915,0
10.1891,-4.2759,-4.978,0
1.3926,1.7125,0.41421,0
8.6661,-2.8073,-0.44699,0
7.6377,-2.7876,-1.0341,0
-0.89808,8.0883,0.69222,0
-3.2633,3.0895,-0.9849,0
0.79459,-1.6968,-0.46768,1
4.2068,-4.5398,-2.3931,1
-4.4676,3.7304,-0.1095,0
3.257,-3.6778,-3.2944,1
-6.3444,4.6575,0.16981,1
-3.9482,4.2625,1.1577,0
9.2848,0.014275,-6.7844,1
3.1929,-3.4054,-3.1832,1
0.22761,0.96108,0.97282,0
-0.84841,2.5377,0.097399,1
0.66216,2.1041,1.8922,0
-3.4495,3.643,1.0879,0
3.2239,-0.69347,-3.4004,1
10.8306,-3.3437,-4.122,0
0.32694,0.17965,1.1797,0
-12.9889,13.0545,-2.7202,1
-5.3036,3.8803,-0.70432,0
0.21313,0.20278,1.2095,0
3.4619,-0.47841,-3.8879,1
0.13863,0.12138,1.1435,0
8.6165,-3.2794,-1.2009,0
-3.6978,3.9943,1.3051,0
-12.7406,15.5573,-0.14182,1
-4.3496,1.9901,0.7517,1
1.4112,1.8076,0.89782,0
-0.02691,2.9618,-0.44958,1
-6.541,4.8151,-0.033204,1
8.8172,-0.061983,-3.725,1
6.6258,-0.19908,-6.8607,1
9.5311,0.022844,-6.8517,1
-4.449,2.1067,0.94308,1
-2.4852,1.608,0.7155,0
-0.097265,-0.21793,1.0426,1
-0.14693,0.80342,0.29136,0
5.5788,-2.4089,-0.056479,0
-6.7893,5.2761,-0.32544,1
3.3605,-4.5064,-4.0431,1
-2.0403,2.5574,-0.061652,0
9.9884,1.1804,-5.2263,0
-8.3827,12.393,-1.2823,1
0.9291,0.78543,0.6767,0
8.0081,-3.7258,-1.3069,0
-6.8824,5.4681,0.057313,1
5.5643,1.6765,-0.16769,0
10.8306,2.769,-3.0901,0
-7.7267,11.9655,-1.4543,1
-4.6145,3.9823,-0.23751,0
7.0811,-1.3258,0.22283,0
7.4556,-1.3284,-3.3021,0
9.5414,-4.2536,-4.003,0
4.5503,-4.976,-2.7254,1
3.8426,-4.9314,-4.1323,1
-4.391,4.7466,1.137,0
6.8741,0.91995,-0.6694,0
3.5488,1.3964,-0.36424,0
-0.7077,2.5325,0.71808,1
0.51524,1.0279,1.106,0
9.0386,-3.2417,-1.2991,0
0.60422,-0.38587,-0.059065,1
10.7271,2.0938,-5.6504,0
10.9796,-3.557,-4.4039,0
-7.1121,11.3897,-0.083634,1
1.7734,-2.2469,-0.68104,1
-3.2633,3.0895,-0.98492,0
1.2767,-0.64206,-1.2642,1
11.2196,-3.6136,-4.0819,0
-8.6848,9.155,0.94049,1
-9.1359,9.3444,-0.65259,1
-2.0776,2.8093,0.60688,1
9.5663,-3.7867,-7.5034,0
-3.3315,5.1305,0.8267,0
7.6398,-2.0824,-1.1698,0
-13.4586,17.5932,-2.7771,1
7.886,-1.6643,-1.8384,0
-0.15521,6.4911,-0.75346,0
7.2094,-3.2794,-1.4944,0
-0.8091,5.1022,-0.67975,0
8.5565,-3.3917,-1.5474,0
3.6357,-4.4044,-4.1414,1
2.9942,0.85141,0.30688,0
11.3045,-3.3394,-4.4194,0
-5.3118,10.3846,-1.0612,1
9.498,2.4408,-5.2689,0
